Fertilizer,temp,N,P,K,yeild
77.98832118917153,26.986239387648148,77.98669045997858,23.060065984791155,19.27272541633568,12.119957275776644
79.91576096549943,27.913396502694706,80.0680148480146,23.900357318102966,20.147194031121593,12.045092981599463
80.03196262896537,28.062439403965058,79.99262891834191,23.95693773874342,19.97795155352056,11.913493568649029
79.91741852762375,28.010787862432746,80.1042776522417,23.91968857280522,19.898063146643736,12.00749217899508
79.93696330614624,28.14969767205091,80.0583530865195,24.117122536116508,19.968366022208958,12.06603716314832
75.05422237488463,25.881423305441466,75.06213722844328,22.08903611489743,18.946035444952216,11.949666868859618
80.08013030678616,28.015299318868465,79.96224307603953,24.094517950619586,19.939293085538488,12.0398453031396
79.85599612408251,27.94248075686238,80.06415401043267,24.022917808092064,20.014502070134792,11.887073111133093
76.88359763106847,27.116913974189572,77.88183781997589,22.994270985660524,20.016442245577355,11.933593621039053
75.01525159629959,25.861208008533993,75.01194212508197,22.041692331327383,18.9338250864453,12.158599460469992
80.01583327015128,28.00245170834245,80.02255902433299,23.970734213139853,19.841465839841213,11.963334705830663
79.9798930453282,28.022133665165665,79.94468042277333,24.11621356593349,19.910162666019747,12.084271686534608
74.95066250585506,25.763320838632467,75.01443347691823,21.97470581015084,19.098489533178782,12.08792105771507
79.94544124125156,28.07483349054612,80.15995906311984,23.722843711119346,19.951987738909917,12.030040912306506
75.0040922787556,26.006291623454292,74.8610833986628,22.14632585307642,18.91567123825958,11.900735080378407
76.99686550888941,26.99694945129261,77.99450837658625,22.981680475360445,19.962175320968832,11.819403361247014
77.130544925084,27.040436536017122,78.0740431574961,22.920616934976085,19.958703477255426,11.934792626818682
80.08875441554183,25.99685488210097,80.03122901922663,23.955746597471904,19.988877758336137,12.029527818494492
80.13007837042551,28.07607766635946,80.00628807983514,23.930352600413613,19.95534111350306,11.862076762316484
79.90279179022542,28.00068988117038,80.11958118852016,24.048770504153023,20.106978683859058,12.063320906667176
80.05553363380515,28.064515035825416,79.91509988932552,23.951896312181002,20.05234952637256,11.988921346301973
80.18582257048288,27.992896064622904,80.1029487008347,24.053667992880293,19.92137064686332,11.84750486938816
79.88769322405889,27.798574361058666,79.97974008892983,24.105315119604196,19.972861185433523,12.09488047678772
79.99714216981145,27.90540810541266,79.81996932084459,23.945002105490303,19.971304050434725,12.064394671546665
80.16900265105063,27.860983155766952,80.06846664803774,23.974714229409777,19.974493028526616,11.98651182277086
80.0648103839557,27.79322140115502,80.05482639483382,23.951167197586646,20.10527212833612,11.81728892108013
79.92342378128279,27.823183850654708,79.80166475419391,24.051922105817123,20.039963383805343,11.89618209619811
80.14888988421237,28.01726233476104,79.96870405036454,23.98805580087016,20.05236863933811,11.904746761396186
79.79558695820879,28.157927577215553,80.04579203495014,23.995283549701863,19.973439540782156,11.976507140209783
79.86554751973851,28.11487909522582,80.05258232904515,23.877127137431792,19.970675617061616,12.060454220923488
79.9502133096237,28.17124647435441,79.9714424991322,24.065828620216106,19.964805567898196,11.946187101030592
79.88898079872351,26.037308174473264,79.97675486414136,24.09622042598441,19.93252293534418,11.994457109651245
75.12085560050474,25.891485505508264,74.96843185311765,22.017856872237868,18.95245211535047,11.908466634366254
75.14230545438991,25.901404169065042,75.120130612425,21.96218592591363,19.019188012174325,11.911915385669127
80.0493885249928,25.86439229086522,80.04080632308788,24.050194437481043,19.907696093526177,11.888468241887434
80.109534821089,27.901338168696192,80.04681621207006,23.84013483096588,20.11910658959153,11.946796017867074
77.00755845418502,27.000399157563333,77.95349096223966,22.888076709238078,20.089855893970338,12.213545591172366
79.96190462189668,27.999250971453318,79.79734247686451,23.776820591849894,19.910394464703923,11.97621653949732
79.96300929014292,28.023977817793888,79.98729442799844,23.73175476754348,20.036443499647913,11.911243350579669
80.07639403733937,27.939790439946364,80.11371768065877,23.896332546460048,20.0983931251256,11.855902166417799
80.15973024729242,27.972147609118156,80.01579235540234,24.055723371253436,20.07396258764294,11.93432288518103
80.04348956453461,27.788797115097616,79.91147795668067,23.97101366738007,19.877505199504828,12.109237967756986
77.12696184673113,27.074933444948588,78.08343776583807,23.035098214190164,19.909015452130756,12.021564379499699
79.83743063232352,28.166267503202757,80.05342362105144,23.98573619349062,19.83698948205713,12.129216407700149
80.16024237251295,28.023400510777854,80.07926709237374,23.84461096031539,20.066654870333046,11.967542422912913
79.97079255720121,25.93026383573894,80.00612691904989,24.162752664014906,19.971930640292754,11.919147703221569
78.06455850448279,26.87269003416706,78.05309460321782,23.013687247191488,18.994972517707357,12.034469308161894
74.937586400853,25.977207278673855,75.13807092231033,22.10720279125085,19.000071236480625,11.901632151564256
77.9636087892402,26.92514519889589,78.07363094793831,22.958208626131402,19.05555139006525,11.89110715843386
77.91548287366548,27.140048621641675,77.98452068362688,23.046896789239305,19.00675067025974,11.965324443777595
80.025973309006,28.157192590477244,80.08604996089908,24.044310258802817,20.130620257474913,12.024428350298662
75.04482035766682,25.974555503151894,74.9789686682631,21.9933696100525,18.857385140705627,11.760589964328737
74.94323868074513,26.057309231107762,74.90997977995067,21.865143910715005,18.75097616786165,12.278837705462196
79.9772906674537,27.936835999069704,79.94542391170482,24.04589695956672,19.97432599424833,11.921011073700663
79.89943569113738,27.89751833092258,80.00197332304697,23.946793988645798,20.095688753728233,12.04162776051409
75.13847259949296,26.049416304852723,74.90799823032039,21.85736128080877,18.960466630038667,11.95153766709592
80.11472330781035,27.976968835793716,80.03102104180321,23.958804631311146,20.02594133062267,12.047795628250702
60.0,36,70.0,20.0,18.0,8.0
55.0,38,65.0,19.0,17.0,8.0
58.0,37,66.0,22.0,18.0,8.0
60.0,38,68.0,22.0,18.0,8.0
65.0,38,60.0,20.0,16.0,8.0
70.0,36,72.0,25.0,18.0,8.0
60.0,39,70.0,20.0,17.0,8.0
65.0,38,60.0,20.0,16.0,8.0
65.05731726692721,38.02254754138394,59.923596753434296,20.02081957121484,16.05925730996799,7.873815743727431
54.97882170642097,37.96085163661696,65.04214199618394,19.00558316425038,16.838875900441106,7.97809102648305
65.09164091608349,37.96922210501023,59.994405315416046,19.92886157063321,15.971715778821492,8.138741942694873
55.03523919438127,38.002290418833276,65.06298484578164,19.007267915079506,16.938194379529428,7.825691466375056
59.955724436663374,36.14413907514987,70.10727096925174,19.929518840486356,18.02690643695844,7.982282483272345
60.0922125636825,39.008116838079914,69.95298210693443,19.988271857519422,16.97159006116601,8.05549547200127
65.01785958276797,38.00118322804343,60.054699816741454,20.093054750141796,16.07442903228981,7.880878182381855
54.98261743766415,37.87716885663418,65.06411671609632,18.95754914389892,16.862741815455696,8.109489785915695
60.00731755272454,39.014843374698174,69.93278136101459,19.854676359634052,16.973689772639357,7.980075785888208
65.07764589772985,38.00081124033746,60.006735555023994,19.868138636866185,15.93831676062155,8.164144196467024
59.979114505556836,36.04615567723894,69.93903615022228,19.8836153899348,17.922978872777747,8.14313059324031
65.03415032605999,38.001053292302345,59.80682291422157,20.005530990669463,15.954972282614504,8.138127360314936
65.1056551390861,37.95077136950754,60.170554697919734,20.016059248025027,16.113002878848683,7.985397418658628
60.00517117781938,38.03230132983632,67.95801024401364,21.801718180450177,17.896654169774468,8.03422776046031
70.0571012848157,36.15552010618344,72.05381230565038,24.978136862689603,17.94744758652741,8.021890494000273
65.05049275426467,37.9803217389897,59.872694346557786,20.095766232429234,15.953842068935279,7.782090174229527
59.99217395297586,39.00402903013893,69.88049799127849,19.950864865280696,17.031003477927694,8.1061691291693
54.812407926241164,38.029321287817176,64.94486008485315,18.707667542301298,17.101498518381508,7.9732548163080565
54.892559675701456,37.88390958495066,64.91533468919755,19.107565492358532,17.013867094125246,8.081988931755458
55.23028381825201,38.11665251632192,65.00300969470493,18.881891155660888,17.02327704874054,7.9914013643213835
59.97804831084831,38.95966031346285,69.8209764934668,20.006215560102962,16.977632958131863,8.183644331955044
57.894393982707555,37.02092662897186,66.15280948225835,22.091471265866957,17.830046923701595,8.015939054910218
60.06411450277192,39.057903144703204,69.85102814061845,20.037513115915477,17.036309126217347,8.257055625187839
64.94193749547453,38.00073244525485,60.10027815463906,19.874437731177984,16.13014134593187,7.97122101370222
70.09067094986352,35.99969203002354,72.09007897082957,24.889707572988303,18.155210231033582,7.9511536105945355
55.149652229550895,38.062200237505486,65.1315878588139,18.946046281145556,17.031805656682575,8.023239602692492
59.947903954078114,36.09926817810572,70.07148806137286,20.047139786885833,17.9377496976762,8.108252561530305
60.100498236917716,38.96240004471293,70.11712802551548,20.097610203161285,16.921389735048056,7.981316042481673
60.069914187931296,35.979757720804656,69.91124984704298,20.051153770455013,17.92283147589778,8.036543226778086
58.116322517744514,37.04533537292764,65.86822559594599,22.1970888309611,18.07466641672943,8.163907806830501
60.02823514804323,38.08872572480049,68.03407453313137,22.08802156291922,18.197961096025935,8.062151518591877
65.02169880041255,38.1428591810414,59.93218091288647,19.783729153412768,16.015137844638108,8.10733914296345
60.031746663406494,38.97981833035889,69.96882195174862,20.025552242717293,16.99740476755981,7.948601239169881
58.06462344476032,36.988984106807365,65.91406404951748,21.925716574219848,17.79527840029364,7.951333402559225
65.0142244627346,38.182880138639185,59.93301475067687,20.056339045706064,15.834499616006307,8.13145488623308
59.91300468192776,39.09441005901608,69.97094202861062,20.167581557788843,16.958965177015024,8.111708551448565
59.931513482039776,38.06602020118048,67.8398923408665,21.98938019872905,17.935496250914028,8.105847115542332
59.996716017785445,38.00853985835117,68.00008567028925,21.89529528401592,18.105650636300346,7.925569099472838
64.98619617237236,38.095594782223806,59.97477904321393,19.94418336003329,16.015049978547744,7.935975900896669
58.08748795367355,37.000609593587754,66.03816699213054,21.99487148832647,18.042816136791046,7.808198098423941
54.98453976549279,38.10737740138985,64.94671557375791,18.988292071722064,17.22038440589873,8.146637657939593
69.97330395690655,35.86845249014305,71.96202504665116,25.042026695596228,18.1371778793494,8.022114005559281
59.911551882999355,39.032393241169714,70.0137878981947,20.07308148090537,17.103069843613994,7.957379972625462
59.96040106849264,35.90354229304602,69.89034401518097,19.885344277112218,18.038323243894727,7.88871438741767
60.006263591346965,37.99902815358009,67.90825355206272,21.8799739067745,17.911653220680805,7.927288349667587
65.10891913584389,38.12978385821745,60.075148047202894,19.991778955782877,16.04945415607729,8.1015703717014
64.83559180129647,37.99185576359562,59.93377613623069,19.943839270592342,15.844786961759086,8.245685408256328
58.11050907918937,37.0385023037462,66.00953635144454,22.14502564040122,18.092865775305285,7.882232054135872
69.99691013763109,36.012114833505386,71.99172786644507,24.88629276300823,17.995668844893782,8.11034429074395
60.022749850459384,36.09961789887324,70.06740812988424,19.789047835703162,18.158503207192876,7.858042656694372
54.929708754953275,37.7920801635838,64.89818247772457,19.04480746390006,16.907607548564407,8.109950328934923
69.95255648186915,35.83988515757221,71.96371520216303,25.05521618636022,18.068747738344904,8.041278592994448
70.00296512682232,36.07145905709716,71.993455151369,25.162178413781575,17.978538406911053,7.934002095567557
58.13779086660366,36.92057148296893,65.95085004981117,22.11695564262436,17.983105101810185,7.780374393567044
58.12799373124921,37.21046024961051,65.91964656702335,21.868609325720882,18.012406523288238,8.186520110295826
55.06062391505302,38.018931083912136,64.95231195980836,18.900513019148363,16.927743478710255,8.060313746939212
65.0823821643667,37.96823465678961,60.00393369016979,20.089008529859527,15.902496695633326,7.831175589765181
65.20175471260792,38.04896928207877,60.05850415171804,19.980936957850748,15.937292479539174,7.916101204041141
58.06062814115654,36.8741871817982,66.12370475520237,22.05729397203837,17.90353056060267,8.142882936536354
55.11096137329219,38.078823894863554,64.88422230474681,18.946414727936926,17.092546584198878,7.887982604034648
64.98073600386152,38.0734017166582,60.08073736241124,19.85355836964393,16.024060441573475,7.901569819927795
59.91469203807856,39.09493259620255,69.92271987818094,20.141879148968155,16.937644939292557,8.099854058828646
59.937553576271384,35.911230351781946,70.0882003810495,19.97289869494342,18.042611353261584,8.04017920522696
58.029402441946665,36.980096408995074,66.01401870762247,21.851462070562544,18.062961523285423,7.927731188744958
65.01609402774648,38.01555790282722,60.048298866368555,20.048409598463127,15.846644299222126,7.817829144328086
59.95317791768444,38.828809752771726,69.98808205133652,20.059504026673444,16.95866502384694,7.865039622350688
65.18159970392306,38.0085489065156,59.84079357690595,19.871092483261535,16.009900458078537,8.210817720036099
59.900365354136234,35.84456193453787,70.00033892008098,20.12061676841778,18.1476067442651,8.061823367725962
65.03881621551169,38.125599275452906,59.825571878574934,20.071831428481264,16.05936594943358,7.863201507029497
65.0484354476119,38.159127467156246,59.951092553592495,20.03649147573461,15.966740338895663,7.990488123923408
60.066377354011514,35.9454603816916,70.12475583485902,20.06364657023099,17.98247975691638,8.080877274907037
65.05337760801062,37.91800754972515,59.9334338608437,20.08408799874909,15.96759379434801,7.964632056207722
69.94621272525887,35.885600972136956,71.97086671393957,25.0315501905706,18.095564605690736,8.097792002314613
65.16105381461858,38.01450777099219,59.86332044156817,19.982713025207794,15.899597438044731,8.04743258861682
60.14099816657796,36.174108211531305,69.83469921483879,20.057259187025775,18.016015747512615,7.874698476825159
60.0529169983232,36.053081725939556,69.94560321366254,19.954310839588675,17.960971561528254,8.010012932423521
64.89150393514802,37.955308967074664,59.85397289788245,19.963114027896115,15.939248200995383,8.036270508365575
60.19894389558361,38.12326003865109,68.03659754709564,21.896887152890468,17.995408783492632,7.979352544402365
60.04742656315833,36.08781732069447,70.05581583660745,19.918160131256574,18.07824819008949,8.141681895197372
57.97460970769619,36.97092482907269,65.9636971015816,22.017162058037112,18.028151748796382,8.087182868195221
70.04155208196629,35.93897468059255,71.95292953914736,25.063450224190074,18.05873165908856,8.092517498403494
64.99989334216718,38.153469574305056,59.97315055927251,19.966169282585266,15.968541099831656,8.037186354117974
60.07000167940942,38.287072543527096,68.03099718486202,21.89235103289517,18.01210294946953,7.944185454433433
60.03082450692147,38.828158666279535,69.90478303155166,19.88678981061171,16.98621462962042,8.166437258151529
65.17821738542902,38.07759183516998,60.07181875990868,20.08424054298473,15.944497713197805,7.973122002391883
60.11132369139202,35.93771037597712,70.13370274057411,20.0192136653934,17.981227423214847,8.138869846383475
60.02781562396478,39.06568799925224,69.9430069193662,19.91782284578372,17.075746265803602,7.947003561079757
70.14002491459043,36.081805585196804,72.15194897229195,24.88371922447971,17.892527276695002,7.7896328125212495
64.9886752265314,38.073743252466436,59.980355538850596,20.009757098885007,15.87808140374176,7.942530419985485
60.02231931242306,38.025908663031146,67.88737141449448,22.072948716515228,17.901562283874295,7.782024501967574
65.11666269697979,38.002568839905244,60.03949085179531,20.092831709235526,15.975966244552964,8.049078036757281
64.93085461019912,37.996423183318804,60.03377415573835,19.94323486321783,15.966589031750027,8.034330319704933
64.96744433737472,38.17519548561924,60.133212106034534,20.086446850419744,15.980974004513016,7.859071661200501
