Location,Crop,Soil_Type,pH,Nitrogen,Phosphorus,Potassium,Rainfall_mm,Temperature_C,Expected_Yield_ton_per_hectare
Ranchi,Pulses,Sandy Loam,6.74,Low,Medium,High,903,19,1.71
Ranchi,Pulses,Loamy,6.07,Medium,Medium,High,912,25,1.46
Ranchi,Maize,Sandy Loam,6.16,Low,Low,High,1144,28,3.43
Ranchi,Maize,Loamy,6.17,Medium,High,Medium,1190,28,3.49
Ranchi,Wheat,Loamy,6.23,High,Medium,Medium,918,22,1.91
Ranchi,Maize,Sandy Loam,6.15,High,High,Medium,1160,22,3.1
Ranchi,Maize,Sandy Loam,6.78,High,Medium,Low,1124,30,2.41
Ranchi,Wheat,Clay Loam,6.82,High,Low,Medium,1220,23,3.2
Ranchi,Pulses,Sandy Loam,6.9,Low,Medium,Low,980,19,1.29
Ranchi,Rice,Loamy,5.66,Low,Medium,Low,1407,23,3.95
Ranchi,Rice,Clay Loam,6.04,High,Low,Low,1571,22,4.41
Ranchi,Wheat,Clay Loam,6.1,Low,Low,Medium,1328,19,2.95
Ranchi,Rice,Loamy,6.22,Low,High,High,1255,23,3.35
Ranchi,Pulses,Loamy,7.34,High,Low,High,1039,18,1.59
Ranchi,Rice,Clayey,6.33,Medium,Low,High,1380,25,3.73
Ranchi,Rice,Clayey,6.05,High,High,Low,1572,24,3.38
Ranchi,Rice,Loamy,6.91,Low,Medium,Low,1326,23,2.98
Ranchi,Pulses,Sandy Loam,7.04,High,Medium,High,1063,21,1.97
Ranchi,Wheat,Loamy,6.18,Low,Low,Low,1271,18,2.24
Ranchi,Pulses,Loamy,7.03,Medium,Medium,Low,1043,28,1.43
Ranchi,Pulses,Sandy Loam,6.68,High,Medium,Low,943,25,1.31
Ranchi,Pulses,Sandy Loam,6.01,Medium,High,Medium,1052,19,1.57
Ranchi,Wheat,Loamy,7.41,High,Low,Low,933,22,2.87
Ranchi,Maize,Sandy Loam,6.63,Medium,Medium,High,1079,26,2.35
Ranchi,Wheat,Clay Loam,6.66,Low,Low,Low,1198,18,3.31
Ranchi,Maize,Sandy Loam,7.46,Low,High,Low,1188,18,3.57
Ranchi,Maize,Sandy Loam,6.43,High,High,High,1095,26,3.35
Ranchi,Pulses,Sandy Loam,6.45,Medium,High,High,905,21,1.31
Ranchi,Maize,Sandy Loam,7.39,Low,High,Low,1152,25,3.92
Ranchi,Maize,Loamy,5.81,Low,High,Low,1168,19,3.21
Ranchi,Maize,Sandy Loam,6.74,Low,Medium,High,904,26,3.05
Ranchi,Pulses,Loamy,7.28,High,High,High,914,20,1.59
Ranchi,Pulses,Loamy,7.32,High,Low,Low,911,21,1.78
Ranchi,Rice,Clayey,6.83,High,High,Low,1467,25,2.52
Ranchi,Pulses,Loamy,6.08,Low,Medium,High,961,20,1.37
Ranchi,Wheat,Clay Loam,6.79,High,High,Low,988,18,2.15
Ranchi,Wheat,Clay Loam,6.3,Medium,Medium,High,1314,23,2.59
Ranchi,Wheat,Clay Loam,7.49,Medium,Medium,High,1053,21,3.01
Ranchi,Pulses,Sandy Loam,6.26,Medium,Low,Medium,850,19,1.32
Ranchi,Wheat,Loamy,6.85,High,High,Low,961,22,2.79
Ranchi,Wheat,Loamy,7.39,High,Medium,Low,1221,20,3.0
Ranchi,Pulses,Sandy Loam,6.79,High,Low,High,950,26,1.35
Ranchi,Rice,Clayey,5.59,Medium,Low,Low,1418,26,2.69
Ranchi,Wheat,Clay Loam,6.13,Medium,Low,High,1366,22,2.24
Ranchi,Pulses,Sandy Loam,6.99,Medium,Medium,Low,883,28,1.14
Ranchi,Wheat,Loamy,6.79,Medium,High,Medium,1044,25,1.74
Ranchi,Wheat,Loamy,6.42,High,Low,High,1206,24,3.07
Ranchi,Wheat,Loamy,7.06,Low,Low,High,1124,24,2.96
Ranchi,Maize,Loamy,5.88,Medium,Medium,Medium,1100,27,2.19
Ranchi,Wheat,Loamy,6.22,Medium,Low,Low,1190,21,2.96
Ranchi,Maize,Loamy,6.01,High,High,High,1032,21,2.22
Ranchi,Wheat,Loamy,6.94,Medium,Low,Medium,1050,22,2.16
Ranchi,Pulses,Loamy,6.27,Medium,Low,High,1013,27,1.91
Ranchi,Pulses,Sandy Loam,7.17,Medium,Medium,Medium,968,28,1.17
Ranchi,Pulses,Loamy,6.91,Low,Low,Medium,806,23,1.77
Ranchi,Pulses,Loamy,6.41,Low,High,Medium,873,26,1.88
Ranchi,Maize,Loamy,5.85,High,Low,Low,1162,29,3.47
Ranchi,Wheat,Loamy,6.29,Low,High,High,1249,22,2.88
Ranchi,Pulses,Loamy,7.3,Low,Low,Medium,916,26,1.9
Ranchi,Maize,Loamy,6.25,High,Medium,High,934,20,2.11
Ranchi,Pulses,Sandy Loam,6.6,Low,High,High,885,27,1.99
Ranchi,Rice,Clayey,6.43,High,High,High,1551,29,3.04
Ranchi,Pulses,Loamy,6.83,High,Medium,High,923,26,1.95
Ranchi,Maize,Loamy,7.43,Low,Medium,Medium,977,29,3.98
Ranchi,Wheat,Loamy,6.35,Medium,High,Medium,1198,22,3.17
Ranchi,Wheat,Loamy,6.65,High,High,High,1158,18,2.77
Ranchi,Pulses,Loamy,6.71,Medium,High,Medium,961,21,1.5
Ranchi,Maize,Sandy Loam,6.08,High,High,Low,1156,19,3.26
Ranchi,Maize,Loamy,7.06,Low,High,Medium,1012,27,2.8
Ranchi,Rice,Clay Loam,6.56,Medium,Medium,Low,1405,24,3.32
Ranchi,Pulses,Sandy Loam,7.16,High,Medium,High,953,22,1.13
Ranchi,Maize,Sandy Loam,7.47,High,Medium,High,1002,30,2.36
Ranchi,Maize,Sandy Loam,6.6,Low,Low,Medium,1184,19,3.03
Ranchi,Pulses,Sandy Loam,6.83,High,Low,High,873,23,1.62
Ranchi,Pulses,Loamy,6.77,Low,Low,Medium,934,25,1.52
Ranchi,Wheat,Clay Loam,6.6,Medium,High,Low,1272,21,3.12
Ranchi,Pulses,Sandy Loam,6.21,Medium,Medium,High,824,26,1.41
Ranchi,Maize,Sandy Loam,7.24,High,High,Low,913,27,2.01
Ranchi,Maize,Sandy Loam,7.14,Low,High,Low,1001,20,3.56
Ranchi,Rice,Clayey,5.68,High,High,Medium,1344,29,4.33
Ranchi,Wheat,Loamy,7.4,Medium,Medium,Medium,1044,20,2.48
Ranchi,Maize,Loamy,6.51,High,Medium,Low,1127,30,3.98
Ranchi,Rice,Clayey,5.61,Low,Low,Medium,1531,30,2.71
Ranchi,Pulses,Loamy,7.37,High,Low,High,894,22,1.11
Ranchi,Rice,Clay Loam,6.7,Medium,High,Medium,1208,30,3.59
Ranchi,Rice,Clay Loam,6.58,High,Medium,Low,1332,22,2.6
Ranchi,Rice,Loamy,6.83,Medium,Low,Low,1474,30,4.46
Ranchi,Maize,Loamy,6.26,Medium,Medium,Low,903,23,3.15
Ranchi,Maize,Sandy Loam,6.22,Low,Low,High,1044,18,2.76
Ranchi,Rice,Loamy,6.07,Medium,High,Medium,1501,27,4.5
Ranchi,Pulses,Sandy Loam,7.37,High,Medium,Low,1012,23,1.68
Ranchi,Rice,Clayey,6.24,Low,Medium,Low,1595,24,4.04
Ranchi,Rice,Clay Loam,6.51,Low,Medium,Medium,1246,24,3.03
Ranchi,Rice,Clay Loam,6.89,High,Medium,Medium,1448,22,3.58
Ranchi,Pulses,Sandy Loam,7.23,Medium,Low,Low,1026,22,1.79
Ranchi,Rice,Clay Loam,6.7,Low,Low,Low,1233,27,3.82
Ranchi,Rice,Clayey,6.87,High,Medium,High,1600,26,3.78
Ranchi,Pulses,Loamy,7.18,Low,Medium,High,841,21,1.24
Ranchi,Rice,Clayey,6.14,Low,Low,High,1264,26,3.44
Ranchi,Rice,Clay Loam,5.91,High,Medium,Low,1542,29,3.36
Ranchi,Rice,Clayey,6.94,High,Low,High,1468,24,4.09
Ranchi,Pulses,Sandy Loam,6.48,Low,Medium,Low,974,24,1.49
Ranchi,Rice,Clay Loam,6.64,High,High,Low,1410,28,4.2
Ranchi,Wheat,Loamy,7.23,Low,Low,Low,1289,24,2.14
Ranchi,Wheat,Clay Loam,6.71,Low,Medium,High,1214,18,3.16
Ranchi,Wheat,Clay Loam,6.77,High,Medium,Low,1149,19,3.31
Ranchi,Rice,Loamy,5.55,High,High,Low,1386,32,3.78
Ranchi,Wheat,Loamy,7.07,Low,Medium,High,1287,18,2.19
Ranchi,Maize,Loamy,6.45,Low,Medium,Low,1025,19,3.05
Ranchi,Wheat,Loamy,6.6,Low,Low,Low,1214,25,2.64
Ranchi,Wheat,Loamy,6.77,High,Low,Medium,1344,18,3.39
Ranchi,Wheat,Loamy,6.29,Medium,High,Low,1073,21,3.36
Ranchi,Rice,Loamy,6.76,Low,Low,Low,1590,24,4.46
Ranchi,Pulses,Loamy,7.14,Medium,Low,Low,986,20,1.71
Ranchi,Rice,Loamy,6.31,Medium,Medium,Low,1290,29,2.74
Ranchi,Maize,Loamy,6.78,High,Low,High,1142,21,3.7
Ranchi,Pulses,Sandy Loam,6.94,Low,Medium,Low,958,25,1.89
Ranchi,Maize,Sandy Loam,6.6,Low,Low,Low,1120,27,3.1
Ranchi,Wheat,Clay Loam,6.15,High,Low,Low,1002,24,2.4
Ranchi,Rice,Loamy,6.05,High,Medium,Low,1596,31,3.2
Ranchi,Rice,Clay Loam,6.93,Low,High,Low,1231,29,2.7
Ranchi,Pulses,Loamy,6.53,Medium,High,High,979,22,1.96
Ranchi,Rice,Clay Loam,5.58,High,High,Medium,1433,32,4.32
Ranchi,Maize,Sandy Loam,7.21,High,High,High,1179,19,2.89
Ranchi,Pulses,Sandy Loam,6.1,High,High,Low,1050,24,1.16
Ranchi,Maize,Loamy,6.57,Low,Medium,Low,1119,29,2.68
Ranchi,Maize,Loamy,6.93,High,Low,High,1092,29,2.4
Ranchi,Pulses,Sandy Loam,6.23,High,Medium,Medium,991,27,1.12
Ranchi,Pulses,Loamy,6.63,Medium,Medium,Low,839,24,1.61
Ranchi,Pulses,Loamy,7.11,Low,High,Low,809,23,1.73
Ranchi,Wheat,Clay Loam,6.72,High,Low,Medium,965,22,3.19
Ranchi,Wheat,Clay Loam,6.29,Low,Medium,High,924,21,3.17
Ranchi,Wheat,Loamy,6.09,Low,High,Medium,1351,19,1.79
Ranchi,Rice,Loamy,6.39,High,Medium,Low,1346,30,4.33
Ranchi,Pulses,Loamy,6.82,High,Medium,Medium,875,27,1.31
Ranchi,Wheat,Clay Loam,6.48,Medium,Medium,Medium,1094,22,2.48
Ranchi,Wheat,Clay Loam,6.11,High,High,High,1206,23,2.57
Ranchi,Rice,Loamy,5.56,Medium,Medium,Low,1466,30,4.05
Ranchi,Maize,Sandy Loam,7.01,High,High,Low,900,18,2.65
Ranchi,Rice,Loamy,5.89,Low,Medium,Medium,1358,27,4.45
Ranchi,Wheat,Clay Loam,6.86,Medium,Low,Low,1366,20,1.85
Ranchi,Rice,Loamy,5.51,Medium,Medium,Low,1253,31,2.54
Ranchi,Pulses,Sandy Loam,6.33,Low,High,High,955,20,1.04
Ranchi,Rice,Clayey,6.63,Medium,High,Low,1444,23,3.02
Ranchi,Maize,Loamy,6.63,Low,High,Low,1061,23,2.09
Ranchi,Wheat,Loamy,7.26,High,Low,High,949,23,2.27
Ranchi,Wheat,Clay Loam,6.29,Low,Medium,Low,952,21,2.44
Ranchi,Pulses,Sandy Loam,7.11,High,Medium,Low,1065,18,1.27
Ranchi,Rice,Loamy,6.51,Medium,Medium,Low,1412,25,4.04
Ranchi,Wheat,Clay Loam,7.38,Medium,Low,High,1031,22,2.52
Ranchi,Wheat,Loamy,6.65,High,High,Low,987,25,1.7
Ranchi,Wheat,Clay Loam,6.86,Low,Medium,Low,982,21,1.94
Ranchi,Rice,Clayey,6.82,Low,Low,High,1212,29,3.6
Ranchi,Rice,Loamy,6.75,High,Medium,Low,1503,28,2.68
Ranchi,Maize,Sandy Loam,6.2,High,Low,Medium,1001,27,3.01
Ranchi,Pulses,Loamy,6.89,High,Medium,Medium,961,25,1.46
Ranchi,Pulses,Loamy,6.14,Medium,High,Low,932,20,1.07
Ranchi,Rice,Clayey,5.62,High,Low,Medium,1325,30,2.51
Ranchi,Pulses,Loamy,6.35,High,High,Medium,940,22,1.9
Ranchi,Maize,Loamy,6.56,Low,Low,High,1185,19,2.26
Ranchi,Rice,Clay Loam,6.72,Low,Low,Low,1398,25,4.15
Ranchi,Maize,Loamy,5.9,Low,High,Low,1114,25,3.99
Ranchi,Rice,Clayey,6.17,Low,Low,Low,1393,27,3.95
Ranchi,Wheat,Clay Loam,6.45,High,Medium,High,1353,24,2.47
Ranchi,Rice,Clay Loam,6.37,High,High,Medium,1208,23,2.68
Ranchi,Pulses,Loamy,7.17,High,Low,Medium,813,26,1.44
Ranchi,Wheat,Clay Loam,7.01,Low,Low,Medium,1056,25,1.83
Ranchi,Maize,Loamy,5.84,Low,High,Medium,1127,21,2.5
Ranchi,Wheat,Loamy,6.85,High,Low,High,1320,23,2.64
Ranchi,Maize,Sandy Loam,6.83,Medium,Low,High,1152,19,3.51
Ranchi,Pulses,Sandy Loam,7.06,High,High,High,885,18,1.96
Ranchi,Wheat,Loamy,6.71,High,High,Medium,1199,19,2.98
Ranchi,Wheat,Clay Loam,6.9,Medium,Low,Medium,1116,21,3.25
Ranchi,Wheat,Loamy,7.2,Low,Medium,High,1190,19,2.06
Ranchi,Maize,Loamy,7.24,Low,High,Medium,1033,26,2.57
Ranchi,Maize,Loamy,7.22,Low,Low,Medium,1170,22,2.86
Ranchi,Rice,Clay Loam,6.33,High,High,Medium,1287,23,2.79
Ranchi,Pulses,Sandy Loam,6.19,Medium,High,Low,1017,19,1.2
Ranchi,Rice,Clayey,6.64,Low,Medium,Low,1543,23,4.15
Ranchi,Maize,Loamy,6.36,Low,Medium,High,939,29,3.66
Ranchi,Maize,Sandy Loam,6.48,High,Medium,Low,1056,25,3.86
Ranchi,Wheat,Loamy,7.49,Low,High,Medium,1135,23,3.13
Ranchi,Pulses,Sandy Loam,6.79,Medium,High,Low,851,28,1.38
Ranchi,Pulses,Sandy Loam,6.29,Low,Low,Low,1041,25,1.54
Ranchi,Wheat,Clay Loam,6.03,Medium,Medium,High,1237,23,3.14
Ranchi,Wheat,Loamy,7.25,Low,Low,Medium,1015,18,1.88
Ranchi,Rice,Clayey,5.76,Low,Low,Medium,1410,29,4.39
Ranchi,Maize,Loamy,7.42,Low,Medium,High,1000,20,3.54
Ranchi,Maize,Loamy,6.73,High,Low,Medium,979,22,2.67
Ranchi,Wheat,Loamy,7.12,High,Low,Low,1321,20,2.89
Ranchi,Maize,Loamy,6.95,Low,High,Low,1117,26,3.98
Ranchi,Pulses,Sandy Loam,7.14,Low,Medium,Medium,1064,20,1.0
Ranchi,Maize,Sandy Loam,6.33,Low,High,Low,1137,25,2.17
Ranchi,Wheat,Clay Loam,7.43,Medium,Medium,Low,919,25,2.93
Ranchi,Maize,Loamy,7.3,High,Low,Low,1097,27,3.17
Ranchi,Pulses,Sandy Loam,6.87,High,Medium,High,1000,27,1.01
Ranchi,Rice,Clay Loam,5.53,Low,High,Low,1553,30,4.4
Ranchi,Wheat,Loamy,6.19,High,Medium,High,985,18,2.84
Ranchi,Maize,Loamy,7.19,Low,High,High,1193,18,3.32
Ranchi,Maize,Sandy Loam,6.0,Low,High,High,1146,20,3.5
Ranchi,Wheat,Clay Loam,6.85,Medium,High,Medium,1377,21,3.26
Ranchi,Wheat,Clay Loam,6.73,High,Low,Low,1212,25,2.5
Ranchi,Wheat,Clay Loam,7.22,Medium,Low,High,1284,22,2.35
Ranchi,Maize,Sandy Loam,6.17,High,High,High,1088,22,2.09
Ranchi,Pulses,Sandy Loam,6.41,Medium,High,Low,808,23,1.94
Ranchi,Maize,Loamy,5.95,Low,High,High,1185,24,3.97
Ranchi,Maize,Sandy Loam,6.24,Medium,Medium,Low,955,20,3.68
Ranchi,Pulses,Loamy,6.63,Low,Low,Medium,931,27,1.91
Ranchi,Rice,Clayey,5.86,High,High,Medium,1382,29,3.19
Ranchi,Rice,Clayey,5.91,High,Medium,Medium,1344,24,2.76
Ranchi,Pulses,Loamy,7.46,Medium,Low,High,1017,23,1.65
Ranchi,Wheat,Loamy,6.82,Low,High,High,1101,19,2.8
Ranchi,Rice,Loamy,5.77,Low,Low,Low,1566,28,3.83
Ranchi,Rice,Clayey,5.53,Low,High,High,1426,30,4.1
Ranchi,Rice,Loamy,6.92,Medium,Medium,High,1395,32,2.64
Ranchi,Wheat,Clay Loam,6.37,Medium,High,Low,1214,20,2.33
Ranchi,Maize,Loamy,6.78,Low,Medium,High,910,28,3.77
Ranchi,Rice,Clayey,6.24,Medium,Low,Medium,1599,24,2.68
Ranchi,Wheat,Clay Loam,6.01,High,Low,High,1117,18,2.11
Ranchi,Rice,Loamy,6.77,High,Medium,Medium,1506,27,2.55
Ranchi,Wheat,Clay Loam,6.7,Low,Medium,Medium,930,21,2.75
Ranchi,Pulses,Loamy,7.19,Medium,Low,High,1077,19,1.92
Ranchi,Wheat,Clay Loam,6.72,High,Medium,Low,1040,19,1.85
Ranchi,Pulses,Loamy,6.95,Low,High,Low,951,28,1.26
Ranchi,Maize,Loamy,6.15,High,Medium,Low,947,18,3.65
Ranchi,Rice,Clayey,5.75,Low,Low,Low,1376,29,4.1
Ranchi,Rice,Loamy,6.27,Low,High,Low,1456,28,2.87
Ranchi,Maize,Loamy,6.36,Low,High,Medium,956,20,2.47
Ranchi,Maize,Sandy Loam,7.42,Medium,High,High,1051,27,2.61
Ranchi,Pulses,Sandy Loam,7.15,High,High,Medium,910,22,1.02
Ranchi,Pulses,Loamy,6.29,Low,Low,Medium,923,26,1.99
Ranchi,Pulses,Sandy Loam,6.2,Low,Medium,Medium,1053,24,1.95
Ranchi,Pulses,Loamy,6.08,High,High,High,824,18,1.08
Ranchi,Wheat,Clay Loam,7.33,High,High,Medium,1351,21,2.1
Ranchi,Pulses,Loamy,7.21,Low,Low,High,1018,19,1.12
Ranchi,Pulses,Loamy,7.21,Low,Low,Low,894,28,1.68
Ranchi,Maize,Loamy,6.05,Medium,Medium,Medium,952,30,3.72
Ranchi,Pulses,Sandy Loam,7.19,Medium,Medium,Low,1084,21,1.54
Ranchi,Wheat,Clay Loam,6.9,High,Low,High,1065,19,3.28
Ranchi,Rice,Clay Loam,5.78,High,Medium,High,1558,24,3.83
Ranchi,Pulses,Sandy Loam,6.01,High,Medium,High,893,24,1.73
Ranchi,Maize,Loamy,6.25,Medium,Low,Medium,917,30,3.98
Ranchi,Maize,Sandy Loam,7.41,High,Medium,High,1037,28,3.41
Ranchi,Maize,Sandy Loam,7.08,High,High,Low,987,22,3.74
Ranchi,Rice,Clay Loam,5.69,Low,Low,Medium,1338,24,3.04
Ranchi,Pulses,Sandy Loam,6.14,Low,Medium,Low,819,20,1.68
Ranchi,Maize,Sandy Loam,6.61,High,Low,High,906,18,2.74
Ranchi,Maize,Sandy Loam,7.13,Low,Low,Medium,1187,29,2.87
Ranchi,Maize,Sandy Loam,6.23,Medium,Medium,Medium,1015,25,3.38
Ranchi,Wheat,Clay Loam,6.33,Medium,High,High,1024,22,2.63
Ranchi,Maize,Loamy,6.87,Low,Low,Medium,1195,22,3.5
Ranchi,Wheat,Loamy,7.45,Low,Low,Medium,1138,20,2.44
Ranchi,Wheat,Loamy,6.15,High,High,High,1103,22,2.58
Ranchi,Wheat,Clay Loam,7.02,Low,Medium,High,1377,22,3.24
Ranchi,Wheat,Loamy,6.99,Medium,Medium,Low,989,21,2.09
Ranchi,Pulses,Sandy Loam,7.42,Medium,Low,High,903,21,1.33
Ranchi,Pulses,Sandy Loam,6.53,High,High,Medium,1028,25,1.47
Ranchi,Rice,Clayey,5.67,Medium,High,Low,1584,24,4.46
Ranchi,Pulses,Loamy,7.06,High,High,Medium,817,26,1.12
Ranchi,Wheat,Clay Loam,6.86,High,Low,High,1327,24,2.13
Ranchi,Pulses,Sandy Loam,6.13,Medium,Low,High,887,21,1.18
Ranchi,Rice,Loamy,6.51,Medium,Low,Medium,1505,28,4.04
Ranchi,Rice,Clay Loam,6.37,Low,Medium,High,1493,30,3.6
Ranchi,Rice,Clay Loam,6.12,Low,Medium,Low,1553,30,3.81
Ranchi,Rice,Loamy,5.72,High,Low,Low,1270,32,4.15
Ranchi,Wheat,Loamy,7.02,Medium,High,Medium,1001,18,2.31
Ranchi,Pulses,Sandy Loam,7.07,Medium,High,Medium,1069,28,1.26
Ranchi,Maize,Sandy Loam,6.89,High,Medium,Low,991,18,3.13
Ranchi,Wheat,Loamy,7.48,High,Medium,Low,1257,25,2.85
Ranchi,Pulses,Sandy Loam,6.55,Low,Low,High,801,26,1.14
Ranchi,Rice,Clayey,6.26,High,High,Low,1426,32,3.86
Ranchi,Pulses,Loamy,7.45,Low,Low,Low,814,23,1.67
Ranchi,Pulses,Sandy Loam,6.96,High,Medium,Low,815,27,1.54
Ranchi,Rice,Clayey,6.81,High,Medium,High,1595,30,4.35
Ranchi,Wheat,Loamy,6.12,Low,Medium,Low,1212,25,3.09
Ranchi,Rice,Loamy,6.67,High,Low,Low,1348,22,4.43
Ranchi,Rice,Clayey,6.1,Medium,Low,Medium,1537,23,3.13
Ranchi,Wheat,Loamy,7.27,Low,Medium,Low,1154,25,2.1
Ranchi,Wheat,Clay Loam,6.53,High,Low,Low,1243,18,2.18
Ranchi,Wheat,Clay Loam,6.28,Medium,High,High,1386,24,2.12
Ranchi,Rice,Clayey,6.11,High,Low,High,1512,22,3.43
Ranchi,Wheat,Loamy,6.48,Medium,Low,High,973,21,2.32
Ranchi,Rice,Clay Loam,6.8,Medium,Medium,High,1361,24,4.33
Ranchi,Wheat,Clay Loam,6.37,High,High,High,992,21,2.47
