Location,Crop,Soil_Type,pH,Nitrogen,Phosphorus,Potassium,Rainfall_mm,Temperature_C,Expected_Yield_ton_per_hectare
Ranchi,Pulses,Loamy,6.29,High,High,Medium,824,26,1.68
Ranchi,Rice,Clay Loam,5.8,Medium,Medium,Low,1600,26,2.76
Ranchi,Wheat,Loamy,6.34,Low,High,High,1143,23,2.93
Ranchi,Maize,Sandy Loam,7.03,High,Low,High,1065,22,2.91
Ranchi,Pulses,Loamy,6.84,Low,Medium,Medium,932,19,1.39
Ranchi,Pulses,Sandy Loam,6.79,Medium,Low,Medium,896,27,1.42
Ranchi,Rice,Loamy,6.6,Medium,High,Low,1482,27,4.31
Ranchi,Maize,Sandy Loam,7.05,Medium,Low,Medium,1108,18,2.51
Ranchi,Wheat,Loamy,6.93,Low,High,Low,1192,24,1.91
Ranchi,Maize,Sandy Loam,6.88,Low,High,Medium,1009,20,3.39
Ranchi,Rice,Loamy,6.1,Medium,Low,Low,1344,31,4.07
Ranchi,Wheat,Loamy,6.07,Low,Low,High,1135,24,3.13
Ranchi,Wheat,Clay Loam,6.64,Medium,Low,Medium,1312,22,2.93
Ranchi,Pulses,Loamy,7.02,High,Medium,Low,995,28,1.06
Ranchi,Wheat,Loamy,6.75,Medium,High,High,1124,18,2.35
Ranchi,Maize,Sandy Loam,5.93,Medium,Low,Medium,938,27,3.39
Ranchi,Wheat,Clay Loam,7.15,Medium,Medium,High,1169,19,2.15
Ranchi,Wheat,Loamy,6.45,Medium,High,High,1368,21,2.88
Ranchi,Maize,Loamy,6.83,Low,Low,Low,1163,21,2.57
Ranchi,Rice,Clayey,6.46,Low,High,Low,1543,22,3.29
Ranchi,Maize,Loamy,6.57,High,Medium,High,1146,19,3.86
Ranchi,Maize,Loamy,6.26,Low,High,High,1173,30,3.8
Ranchi,Wheat,Loamy,6.13,High,High,Medium,918,22,3.38
Ranchi,Wheat,Clay Loam,7.05,Low,High,High,1154,20,3.15
Ranchi,Wheat,Loamy,7.33,Medium,High,Low,1028,20,1.71
Ranchi,Wheat,Loamy,6.84,Medium,High,Medium,1063,23,2.75
Ranchi,Wheat,Clay Loam,6.95,High,Low,Medium,1179,20,1.84
Ranchi,Rice,Loamy,5.78,Medium,Medium,Low,1285,27,3.88
Ranchi,Rice,Clay Loam,5.51,Low,High,Medium,1474,28,2.93
Ranchi,Maize,Sandy Loam,6.81,Low,High,Low,1150,25,2.7
Ranchi,Rice,Loamy,6.66,High,Medium,Medium,1367,25,3.53
Ranchi,Wheat,Clay Loam,6.25,Low,Medium,Medium,1240,24,2.36
Ranchi,Pulses,Loamy,6.29,Low,Medium,High,1026,23,1.88
Ranchi,Pulses,Loamy,7.14,Medium,Medium,Medium,852,19,1.37
Ranchi,Rice,Loamy,6.31,Medium,Medium,Medium,1516,28,2.93
Ranchi,Wheat,Loamy,7.14,High,Low,Low,1288,23,3.32
Ranchi,Wheat,Loamy,6.42,Low,Medium,Medium,1324,22,1.83
Ranchi,Wheat,Clay Loam,7.18,Low,Low,Medium,1116,21,1.92
Ranchi,Rice,Clayey,5.66,High,Low,Medium,1423,28,2.77
Ranchi,Wheat,Loamy,6.23,Low,Medium,High,1294,18,1.91
Ranchi,Maize,Sandy Loam,7.19,Low,Medium,Low,1007,28,2.18
Ranchi,Maize,Sandy Loam,6.57,High,Low,Medium,1100,24,2.33
Ranchi,Maize,Sandy Loam,6.79,High,Low,Medium,1133,28,3.83
Ranchi,Rice,Clay Loam,6.62,Medium,Medium,High,1264,24,2.53
Ranchi,Wheat,Clay Loam,7.19,Low,Low,Medium,1048,20,3.02
Ranchi,Rice,Loamy,6.5,High,High,Low,1417,29,4.31
Ranchi,Wheat,Loamy,6.4,Low,Low,Low,1351,25,2.75
Ranchi,Pulses,Loamy,7.21,Medium,Medium,High,836,18,1.86
Ranchi,Rice,Clay Loam,6.05,Low,High,Medium,1289,25,3.85
Ranchi,Maize,Loamy,6.28,Medium,Low,Medium,942,22,2.53
Ranchi,Rice,Clay Loam,6.77,Low,Medium,Low,1203,29,3.37
Ranchi,Rice,Clayey,6.42,Low,Medium,Low,1543,29,3.31
Ranchi,Maize,Sandy Loam,6.49,Medium,Low,Low,978,29,2.77
Ranchi,Pulses,Loamy,6.17,High,High,High,861,26,1.22
Ranchi,Maize,Loamy,6.83,Medium,High,Medium,930,24,3.25
Ranchi,Maize,Loamy,6.03,High,Medium,Low,1012,28,3.27
Ranchi,Rice,Clay Loam,5.65,Medium,Medium,Medium,1561,26,3.07
Ranchi,Pulses,Sandy Loam,6.39,High,High,Low,830,18,1.93
Ranchi,Rice,Clay Loam,6.76,Medium,Low,High,1444,24,3.87
Ranchi,Wheat,Loamy,6.94,High,Low,Low,1399,23,1.79
Ranchi,Rice,Loamy,5.82,Low,Low,Medium,1517,24,3.64
Ranchi,Wheat,Clay Loam,6.45,Medium,High,Low,1131,25,3.01
Ranchi,Maize,Sandy Loam,6.23,High,High,High,1022,19,2.05
Ranchi,Wheat,Clay Loam,6.81,Low,Low,Low,1352,21,2.91
Ranchi,Maize,Sandy Loam,6.11,Medium,Low,Low,1017,30,2.04
Ranchi,Rice,Loamy,6.32,Low,Low,Low,1255,25,3.97
Ranchi,Wheat,Loamy,7.41,High,Low,Low,1204,24,2.72
Ranchi,Maize,Loamy,6.15,High,Medium,High,1181,26,2.86
Ranchi,Rice,Clay Loam,6.76,Medium,Low,High,1523,27,2.55
Ranchi,Pulses,Loamy,6.84,Medium,High,High,920,26,1.42
Ranchi,Maize,Sandy Loam,7.22,High,Low,High,1065,23,3.28
Ranchi,Maize,Loamy,7.0,High,Low,Low,1031,20,2.02
Ranchi,Wheat,Clay Loam,6.9,Low,High,Medium,1198,21,3.23
Ranchi,Rice,Loamy,6.56,High,Low,Medium,1280,22,2.5
Ranchi,Maize,Sandy Loam,7.14,High,Low,Medium,904,22,3.19
Ranchi,Wheat,Clay Loam,7.14,High,High,Medium,1114,24,1.73
Ranchi,Rice,Loamy,6.36,Low,Low,Low,1598,30,2.64
Ranchi,Wheat,Clay Loam,6.92,Medium,Low,Low,1011,20,2.39
Ranchi,Rice,Clayey,6.85,Low,Low,High,1348,22,2.51
Ranchi,Maize,Sandy Loam,6.68,Low,High,Low,1133,19,2.84
Ranchi,Pulses,Loamy,6.87,Low,High,High,907,21,1.37
Ranchi,Pulses,Sandy Loam,6.11,High,Medium,High,958,23,1.65
Ranchi,Pulses,Sandy Loam,6.01,Medium,Medium,Medium,981,26,1.28
Ranchi,Maize,Sandy Loam,7.17,Medium,Low,Low,1075,23,3.66
Ranchi,Pulses,Loamy,6.57,Low,Medium,Medium,911,27,1.55
Ranchi,Maize,Loamy,7.3,Low,Medium,Low,1069,21,2.57
Ranchi,Pulses,Loamy,6.51,High,Low,High,896,20,1.87
Ranchi,Wheat,Clay Loam,6.45,Medium,Medium,Low,1344,23,2.6
Ranchi,Wheat,Clay Loam,6.07,Low,Low,Medium,1021,18,2.09
Ranchi,Pulses,Sandy Loam,7.49,Low,Medium,Medium,927,24,1.54
Ranchi,Pulses,Loamy,6.43,High,Low,High,961,24,1.68
Ranchi,Pulses,Sandy Loam,6.7,High,Low,High,848,22,1.32
Ranchi,Wheat,Loamy,6.24,Low,Low,Low,1327,19,2.03
Ranchi,Pulses,Loamy,6.23,Medium,Medium,Low,809,21,1.94
Ranchi,Rice,Clayey,5.97,Low,High,High,1258,25,4.22
Ranchi,Rice,Clay Loam,6.34,Medium,Low,High,1427,26,3.16
Ranchi,Pulses,Sandy Loam,6.69,High,High,Medium,925,26,1.61
Ranchi,Pulses,Loamy,7.08,Low,High,Low,872,18,1.5
Ranchi,Pulses,Loamy,7.46,Medium,High,Low,1095,27,1.78
Ranchi,Maize,Loamy,6.83,Low,Medium,High,1037,20,2.22
Ranchi,Maize,Sandy Loam,7.09,Medium,Low,Low,946,21,2.13
Ranchi,Rice,Clayey,6.9,Medium,Medium,Low,1324,32,2.59
Ranchi,Pulses,Loamy,6.27,Low,Low,High,843,26,1.14
Ranchi,Maize,Sandy Loam,6.59,Medium,Low,Medium,1019,22,3.07
Ranchi,Rice,Loamy,6.22,High,High,High,1227,23,2.87
Ranchi,Rice,Clayey,6.87,High,Low,Medium,1509,27,4.24
Ranchi,Maize,Sandy Loam,5.97,Low,Medium,Medium,908,24,2.96
Ranchi,Wheat,Loamy,6.23,Medium,High,Low,1094,25,3.34
Ranchi,Rice,Clayey,6.94,Medium,High,Medium,1411,28,2.64
Ranchi,Maize,Loamy,6.52,Low,High,High,961,21,3.39
Ranchi,Pulses,Sandy Loam,7.23,High,High,Low,915,25,1.87
Ranchi,Maize,Sandy Loam,6.34,Medium,Medium,Low,1044,27,2.38
Ranchi,Maize,Loamy,7.11,High,Medium,Medium,1034,20,2.1
Ranchi,Rice,Loamy,6.96,Low,Low,High,1357,28,3.34
Ranchi,Maize,Sandy Loam,7.38,Medium,Medium,High,952,23,2.42
Ranchi,Pulses,Sandy Loam,7.18,High,Medium,Low,824,24,1.13
Ranchi,Maize,Loamy,6.49,High,Medium,High,950,24,2.91
Ranchi,Maize,Sandy Loam,6.44,High,Low,Medium,1028,21,3.91
Ranchi,Pulses,Sandy Loam,6.14,High,Low,High,997,18,1.51
Ranchi,Rice,Clayey,6.84,Medium,High,Medium,1381,24,4.0
Ranchi,Maize,Sandy Loam,6.47,Low,Medium,Medium,1067,22,3.37
Ranchi,Pulses,Loamy,6.18,High,Medium,High,1037,20,1.32
Ranchi,Rice,Clayey,6.6,High,Medium,High,1220,30,3.41
Ranchi,Pulses,Loamy,6.3,Low,High,High,939,28,1.44
Ranchi,Pulses,Loamy,6.16,Medium,Medium,High,1044,20,1.66
Ranchi,Rice,Clayey,6.34,Medium,Low,Low,1424,31,4.23
Ranchi,Maize,Sandy Loam,5.91,High,Low,Low,957,24,3.49
Ranchi,Rice,Clayey,6.73,Medium,Medium,Low,1540,22,3.85
Ranchi,Maize,Loamy,7.45,High,Medium,High,1133,23,3.18
Ranchi,Pulses,Sandy Loam,6.83,Low,Medium,Low,1022,23,1.8
Ranchi,Pulses,Loamy,6.38,Low,Medium,Low,1059,21,1.56
Ranchi,Rice,Loamy,5.86,Low,Low,High,1493,27,3.22
Ranchi,Rice,Loamy,6.17,Medium,Medium,Medium,1416,25,2.51
Ranchi,Pulses,Sandy Loam,6.32,Low,Medium,Low,835,22,1.95
Ranchi,Maize,Sandy Loam,7.48,Low,High,Medium,1143,21,3.16
Ranchi,Maize,Loamy,6.36,Low,Low,Low,1184,20,2.03
Ranchi,Pulses,Loamy,6.7,Low,Low,High,1050,23,1.16
Ranchi,Maize,Sandy Loam,6.56,Medium,Medium,Low,963,25,2.89
Ranchi,Wheat,Clay Loam,7.38,High,High,Medium,1215,21,2.8
Ranchi,Rice,Clayey,6.5,High,High,Medium,1561,32,4.0
Ranchi,Maize,Loamy,6.41,Low,Medium,High,1196,22,2.55
Ranchi,Pulses,Sandy Loam,7.3,Medium,Medium,High,865,18,1.69
Ranchi,Wheat,Loamy,6.06,Low,Low,High,1257,20,3.31
Ranchi,Wheat,Clay Loam,6.4,High,Low,Low,1296,22,1.91
Ranchi,Pulses,Loamy,6.09,Medium,Medium,Low,1099,20,1.65
Ranchi,Maize,Sandy Loam,5.86,High,Low,Medium,1127,24,2.73
Ranchi,Pulses,Loamy,6.9,Low,Medium,High,1089,25,1.4
Ranchi,Maize,Loamy,6.9,Low,Low,Low,1044,26,3.86
Ranchi,Wheat,Clay Loam,6.36,Medium,Medium,Medium,1352,24,3.02
Ranchi,Pulses,Sandy Loam,6.18,High,Medium,Medium,975,20,1.29
Ranchi,Wheat,Clay Loam,7.14,High,High,Medium,1238,25,3.04
Ranchi,Wheat,Loamy,6.58,High,Low,High,1123,23,2.53
Ranchi,Wheat,Loamy,6.48,Medium,Low,Medium,1078,19,2.98
Ranchi,Maize,Sandy Loam,6.32,Low,High,Medium,1180,20,2.66
Ranchi,Maize,Sandy Loam,7.16,High,Medium,High,1094,26,3.74
Ranchi,Maize,Loamy,5.86,Medium,Medium,High,1159,18,3.47
Ranchi,Pulses,Sandy Loam,6.9,Low,Low,Medium,1033,22,1.34
Ranchi,Rice,Loamy,6.36,High,Medium,Medium,1457,24,3.21
Ranchi,Pulses,Sandy Loam,7.06,Medium,Low,Low,919,27,1.99
Ranchi,Maize,Loamy,6.82,Low,Low,Low,1197,22,2.35
Ranchi,Pulses,Sandy Loam,7.34,High,Medium,High,882,26,1.08
Ranchi,Maize,Sandy Loam,6.04,High,Medium,Medium,1173,30,2.91
Ranchi,Maize,Loamy,7.22,High,Low,High,1127,20,3.93
Ranchi,Rice,Clay Loam,6.45,High,Low,Medium,1439,32,3.04
Ranchi,Wheat,Clay Loam,7.5,High,High,High,1393,21,2.28
Ranchi,Wheat,Clay Loam,7.5,Low,Low,Low,1217,19,2.14
Ranchi,Maize,Sandy Loam,7.04,High,High,Medium,961,19,2.96
Ranchi,Wheat,Clay Loam,6.55,High,High,High,1374,25,2.96
Ranchi,Pulses,Sandy Loam,6.62,High,High,Low,851,28,1.56
Ranchi,Maize,Sandy Loam,6.97,Low,High,High,1198,25,3.45
Ranchi,Wheat,Loamy,7.42,Medium,Low,Medium,970,20,3.0
Ranchi,Maize,Loamy,6.32,High,Medium,High,1116,24,3.15
Ranchi,Pulses,Loamy,7.38,Low,Medium,Medium,924,26,1.6
Ranchi,Pulses,Sandy Loam,7.39,Low,High,Medium,1099,26,1.75
Ranchi,Maize,Loamy,6.65,Low,Medium,Medium,1068,21,3.41
Ranchi,Rice,Clayey,6.2,High,Low,Medium,1416,31,3.4
Ranchi,Rice,Loamy,6.05,High,Medium,Medium,1340,22,3.47
Ranchi,Rice,Clayey,5.98,Low,High,Medium,1467,22,3.2
Ranchi,Rice,Clayey,5.97,Medium,Low,Low,1533,32,3.75
Ranchi,Maize,Sandy Loam,6.88,Low,Low,Medium,1008,29,3.01
Ranchi,Pulses,Sandy Loam,7.48,High,Low,Low,1043,21,1.93
Ranchi,Rice,Loamy,6.68,Low,High,High,1434,26,3.85
Ranchi,Maize,Sandy Loam,7.21,High,Low,Medium,1045,30,3.98
Ranchi,Pulses,Sandy Loam,6.9,Medium,Medium,Low,839,18,1.33
Ranchi,Rice,Loamy,6.36,Medium,Medium,High,1328,29,3.85
Ranchi,Rice,Clayey,5.64,Medium,High,High,1379,22,2.91
Ranchi,Rice,Clayey,6.12,High,Low,Low,1293,26,4.47
Ranchi,Wheat,Clay Loam,7.01,Medium,Medium,Medium,974,24,3.16
Ranchi,Maize,Sandy Loam,7.27,Medium,High,High,1168,21,3.15
Ranchi,Rice,Loamy,5.52,Low,High,Low,1229,25,3.51
Ranchi,Pulses,Sandy Loam,7.38,Low,Medium,Low,930,27,1.94
Ranchi,Maize,Loamy,6.59,Low,High,Low,1037,24,2.36
Ranchi,Maize,Loamy,5.9,Low,Low,High,1056,28,3.95
Ranchi,Rice,Clay Loam,5.78,High,Medium,Low,1572,27,3.09
Ranchi,Pulses,Sandy Loam,7.11,Low,Low,Low,1000,28,1.36
Ranchi,Pulses,Sandy Loam,7.28,Low,Medium,High,895,26,1.05
Ranchi,Pulses,Loamy,7.45,Medium,Low,High,1064,28,1.42
Ranchi,Pulses,Loamy,6.04,High,High,Medium,901,26,1.38
Ranchi,Rice,Clay Loam,6.15,Medium,Low,Medium,1441,27,2.61
Ranchi,Pulses,Loamy,6.05,Low,Low,High,994,21,1.55
Ranchi,Rice,Clayey,6.84,High,Low,Medium,1480,24,3.6
Ranchi,Maize,Loamy,6.4,Low,Low,Low,903,30,3.43
Ranchi,Pulses,Sandy Loam,6.73,Medium,Medium,Low,942,19,1.96
Ranchi,Maize,Sandy Loam,7.48,Low,High,High,1038,27,2.33
Ranchi,Pulses,Loamy,6.04,Medium,High,Low,1023,21,1.97
Ranchi,Rice,Loamy,5.53,High,High,Medium,1424,28,3.64
Ranchi,Wheat,Clay Loam,6.04,Medium,Low,Medium,1075,18,3.19
Ranchi,Maize,Sandy Loam,5.91,High,Medium,Low,1089,26,2.76
Ranchi,Wheat,Clay Loam,7.35,Medium,Medium,High,1201,22,2.47
Ranchi,Rice,Clay Loam,6.61,Low,Low,Medium,1391,31,4.39
Ranchi,Wheat,Loamy,6.43,High,Medium,High,1007,19,2.59
Ranchi,Pulses,Loamy,7.12,High,Medium,High,823,18,1.68
Ranchi,Wheat,Clay Loam,6.91,Medium,High,High,1002,19,3.19
Ranchi,Pulses,Loamy,6.89,High,Medium,Medium,1091,21,1.49
Ranchi,Rice,Clayey,6.83,High,Low,High,1550,22,2.58
Ranchi,Pulses,Loamy,6.65,Low,Medium,Low,815,20,1.31
Ranchi,Pulses,Sandy Loam,6.15,Medium,High,High,1010,19,1.35
Ranchi,Maize,Sandy Loam,6.82,High,High,Medium,972,24,2.75
Ranchi,Wheat,Loamy,6.67,Medium,Medium,High,1129,25,3.05
Ranchi,Rice,Clay Loam,6.68,Medium,Medium,Medium,1482,31,4.29
Ranchi,Maize,Sandy Loam,6.49,Medium,Low,Low,1024,26,2.37
Ranchi,Wheat,Loamy,7.17,Medium,Low,Low,1354,23,3.03
Ranchi,Wheat,Loamy,6.38,Medium,Low,High,908,23,3.26
Ranchi,Rice,Loamy,6.99,Medium,High,Medium,1278,24,2.72
Ranchi,Wheat,Clay Loam,6.78,Low,Medium,High,1330,24,2.98
Ranchi,Pulses,Loamy,6.5,High,Low,Medium,1040,25,1.82
Ranchi,Wheat,Clay Loam,6.45,High,Low,Medium,902,20,3.3
Ranchi,Pulses,Sandy Loam,6.31,Medium,Medium,Medium,871,25,1.35
Ranchi,Maize,Loamy,7.44,Medium,Low,High,972,20,3.69
Ranchi,Maize,Sandy Loam,6.13,High,Medium,Medium,999,23,2.02
Ranchi,Rice,Loamy,6.33,Medium,High,Medium,1452,23,3.76
Ranchi,Rice,Clayey,6.79,Medium,Low,High,1265,22,3.83
Ranchi,Pulses,Loamy,7.17,Low,Medium,High,825,18,1.66
Ranchi,Maize,Loamy,6.81,Low,Low,High,1009,24,2.2
Ranchi,Maize,Loamy,6.42,High,Low,High,1101,20,3.32
Ranchi,Wheat,Loamy,6.75,High,High,High,940,22,3.04
Ranchi,Maize,Loamy,6.3,Medium,High,Low,1033,18,3.78
Ranchi,Maize,Loamy,6.13,Low,Low,High,935,19,3.45
Ranchi,Rice,Loamy,6.85,High,Low,High,1401,25,3.34
Ranchi,Rice,Loamy,5.66,Medium,High,Low,1318,32,2.95
Ranchi,Rice,Clay Loam,5.66,Low,High,Low,1346,30,2.61
Ranchi,Pulses,Sandy Loam,6.25,Low,High,High,980,27,1.82
Ranchi,Rice,Clayey,6.48,Low,Medium,Low,1515,30,3.37
Ranchi,Rice,Clayey,6.63,High,Medium,Low,1519,31,3.42
Ranchi,Maize,Loamy,6.81,Medium,Low,High,1008,24,3.53
Ranchi,Wheat,Loamy,7.22,Low,Medium,High,929,21,3.32
Ranchi,Maize,Sandy Loam,6.28,Medium,High,Medium,968,18,3.7
Ranchi,Rice,Loamy,5.55,High,Medium,High,1447,31,2.76
Ranchi,Maize,Sandy Loam,6.67,Medium,Low,Medium,928,26,3.94
Ranchi,Pulses,Loamy,6.98,High,Medium,Low,864,23,1.04
Ranchi,Pulses,Loamy,6.39,Low,Medium,Medium,1058,18,1.05
Ranchi,Maize,Loamy,7.48,Low,Low,High,1138,23,2.66
Ranchi,Rice,Clayey,6.4,Medium,High,Low,1506,30,3.13
Ranchi,Pulses,Sandy Loam,6.83,Medium,High,Low,1027,26,1.9
Ranchi,Maize,Loamy,6.22,High,Low,High,954,18,3.99
Ranchi,Wheat,Clay Loam,6.41,High,High,Low,1060,24,3.14
Ranchi,Rice,Loamy,6.42,Low,High,Medium,1304,31,3.0
Ranchi,Wheat,Loamy,7.34,Medium,Medium,High,1051,20,1.98
Ranchi,Pulses,Loamy,6.59,Low,Low,High,943,21,1.71
Ranchi,Wheat,Loamy,6.23,High,Medium,High,1351,21,2.74
Ranchi,Pulses,Loamy,6.44,Low,Low,High,1028,20,1.19
Ranchi,Maize,Sandy Loam,7.32,Medium,High,High,1081,24,2.74
Ranchi,Rice,Clayey,5.94,High,High,High,1452,28,4.13
Ranchi,Wheat,Loamy,6.23,Low,Medium,Low,1023,21,2.23
Ranchi,Maize,Sandy Loam,7.09,Low,Medium,Low,1168,19,2.9
Ranchi,Maize,Loamy,6.76,Medium,Low,Medium,1198,23,2.89
Ranchi,Rice,Clayey,6.78,Low,High,Medium,1241,24,4.27
Ranchi,Wheat,Clay Loam,6.09,Low,Medium,Low,1045,24,2.61
Ranchi,Wheat,Loamy,6.09,Low,Medium,Low,918,21,2.87
Ranchi,Wheat,Clay Loam,7.42,High,Medium,Medium,1185,21,2.48
Ranchi,Pulses,Sandy Loam,6.65,High,Medium,Medium,900,24,1.9
Ranchi,Maize,Sandy Loam,6.71,Medium,Low,High,1045,24,3.94
Ranchi,Rice,Loamy,5.87,Low,Low,Low,1200,29,3.12
Ranchi,Rice,Clayey,6.16,Low,Medium,Low,1466,32,2.99
Ranchi,Wheat,Loamy,6.6,Low,High,High,981,23,2.48
Ranchi,Rice,Clay Loam,6.91,High,Medium,High,1301,27,3.71
Ranchi,Wheat,Loamy,6.29,High,Low,Low,916,22,2.82
Ranchi,Maize,Sandy Loam,6.1,Low,Medium,Low,1149,26,3.36
Ranchi,Wheat,Loamy,6.36,Medium,Medium,Low,1096,19,1.76
Ranchi,Wheat,Clay Loam,6.65,Low,High,Medium,1346,24,1.87
Ranchi,Rice,Loamy,5.97,Medium,High,High,1576,31,4.07
Ranchi,Pulses,Loamy,6.12,High,High,High,1024,18,1.13
Ranchi,Maize,Sandy Loam,7.42,High,Medium,Low,1101,24,3.42
Ranchi,Rice,Clayey,6.53,High,Medium,Medium,1249,30,2.8
Ranchi,Maize,Sandy Loam,6.59,Low,High,Medium,1105,21,3.16
Ranchi,Maize,Loamy,7.16,Low,High,Medium,1010,26,3.84
Ranchi,Wheat,Loamy,6.34,Low,High,High,914,20,2.01
Ranchi,Rice,Clayey,5.86,Low,Medium,Medium,1474,24,4.18
Ranchi,Rice,Clayey,6.66,Low,High,High,1580,28,4.35
